#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-04-04T15:39:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ac4ee9a2255	
#INFO	-out.max=unlimited	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+AS/130/65&tab:{J/A+AS/130/65/lcb98cor}&key:source=J/A+AS/130/65/lcb98cor&HTTPPRM:&
#-source=J/A+AS/130/65/lcb98cor
#-order=I
#-out=Teff
#-out=logg
#-out=[Fe/H]
#-out=U-B
#-out=B-V
#-out=V-R
#-out=V-I
#-out=V-K
#-out=R-I
#-out=J-H
#-out=H-K
#-out=J-K
#

#RESOURCE=yCat_41300065
#Name: J/A+AS/130/65
#Title: A standard stellar library. II. (Lejeune+ 1998)
#Table	J_A_AS_130_65_lcb98cor:
#Name: J/A+AS/130/65/lcb98cor
#Title: All files lcb98*.cor: Synthetic colors from corrected Stellar Energy Distributions (SEDS)
#Column	Teff	(F6)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F6.2)	Surface gravity	[ucd=phys.gravity]
#Column	[Fe/H]	(F4.1)	Metallicity	[ucd=phys.abund.Fe]
#Column	U-B	(F7.3)	(U-B) colour (energy-weighted)	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F7.3)	(B-V) colour (energy-weighted)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-R	(F7.3)	(V-R) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F7.3)	(V-I) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	V-K	(F7.3)	(V-K) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	R-I	(F7.3)	(R-I) colour (energy-weighted)	[ucd=phot.color;em.opt.R;em.opt.I]
#Column	J-H	(F7.3)	(J-H) colour (energy-weighted)	[ucd=phot.color;em.IR.J;em.IR.H]
#Column	H-K	(F7.3)	(H-K) colour (energy-weighted)	[ucd=phot.color;em.IR.H;em.IR.K]
#Column	J-K	(F7.3)	(J-K) colour (energy-weighted)	[ucd=phot.color;em.IR.J;em.IR.K]
Teff;logg;[Fe/H];U-B;B-V;V-R;V-I;V-K;R-I;J-H;H-K;J-K
  7000;  3.00;-4.5; -0.046;  0.258;  0.163;  0.355;  0.778;  0.193;  0.149;  0.037;  0.187
  7000;  3.50;-4.5; -0.104;  0.279;  0.173;  0.375;  0.810;  0.202;  0.161;  0.034;  0.195
  7000;  4.00;-4.5; -0.162;  0.295;  0.181;  0.393;  0.839;  0.211;  0.172;  0.031;  0.203
  7000;  4.50;-4.5; -0.220;  0.308;  0.189;  0.408;  0.864;  0.219;  0.183;  0.027;  0.210
  7000;  5.00;-4.5; -0.274;  0.319;  0.194;  0.420;  0.886;  0.226;  0.192;  0.024;  0.216
  7250;  1.00;-4.5;  0.175;  0.058;  0.048;  0.146;  0.516;  0.098;  0.107;  0.022;  0.129
  7250;  1.50;-4.5;  0.191;  0.077;  0.059;  0.165;  0.548;  0.106;  0.114;  0.022;  0.136
  7250;  2.00;-4.5;  0.181;  0.114;  0.074;  0.192;  0.583;  0.118;  0.121;  0.023;  0.144
  7250;  2.50;-4.5;  0.133;  0.161;  0.093;  0.226;  0.622;  0.133;  0.126;  0.027;  0.153
  7250;  3.00;-4.5;  0.060;  0.204;  0.115;  0.268;  0.666;  0.152;  0.131;  0.031;  0.162
  7250;  3.50;-4.5; -0.021;  0.245;  0.136;  0.305;  0.710;  0.169;  0.141;  0.030;  0.171
  7250;  4.00;-4.5; -0.084;  0.266;  0.147;  0.327;  0.743;  0.180;  0.153;  0.027;  0.180
  7250;  4.50;-4.5; -0.145;  0.281;  0.156;  0.345;  0.772;  0.190;  0.165;  0.023;  0.187
  7250;  5.00;-4.5; -0.205;  0.294;  0.163;  0.361;  0.798;  0.198;  0.175;  0.019;  0.194
  7500;  1.00;-4.5;  0.170;  0.036;  0.032;  0.118;  0.438;  0.085;  0.092;  0.018;  0.109
  7500;  1.50;-4.5;  0.204;  0.046;  0.039;  0.130;  0.464;  0.091;  0.096;  0.019;  0.115
  7500;  2.00;-4.5;  0.216;  0.070;  0.050;  0.151;  0.493;  0.101;  0.101;  0.020;  0.121
  7500;  2.50;-4.5;  0.199;  0.110;  0.066;  0.179;  0.528;  0.113;  0.107;  0.022;  0.129
  7500;  3.00;-4.5;  0.142;  0.158;  0.086;  0.216;  0.569;  0.130;  0.113;  0.025;  0.139
  7500;  3.50;-4.5;  0.060;  0.200;  0.109;  0.259;  0.614;  0.150;  0.119;  0.029;  0.148
  7500;  4.00;-4.5; -0.017;  0.235;  0.126;  0.292;  0.655;  0.166;  0.131;  0.025;  0.156
  7500;  4.50;-4.5; -0.082;  0.254;  0.137;  0.314;  0.688;  0.177;  0.143;  0.021;  0.164
  7500;  5.00;-4.5; -0.147;  0.270;  0.145;  0.333;  0.718;  0.188;  0.155;  0.017;  0.172
  7750;  1.50;-4.5;  0.155;  0.013;  0.033;  0.120;  0.400;  0.087;  0.079;  0.017;  0.097
  7750;  2.00;-4.5;  0.184;  0.032;  0.040;  0.134;  0.422;  0.093;  0.082;  0.020;  0.101
  7750;  2.50;-4.5;  0.192;  0.060;  0.051;  0.155;  0.450;  0.104;  0.086;  0.022;  0.108
  7750;  3.00;-4.5;  0.165;  0.102;  0.068;  0.185;  0.485;  0.118;  0.092;  0.022;  0.115
  7750;  3.50;-4.5;  0.094;  0.149;  0.088;  0.225;  0.528;  0.136;  0.099;  0.026;  0.125
  7750;  4.00;-4.5;  0.002;  0.192;  0.112;  0.269;  0.575;  0.157;  0.107;  0.027;  0.134
  7750;  4.50;-4.5; -0.067;  0.219;  0.125;  0.295;  0.610;  0.170;  0.120;  0.022;  0.141
  7750;  5.00;-4.5; -0.136;  0.237;  0.136;  0.318;  0.643;  0.182;  0.132;  0.017;  0.149
  8000;  1.50;-4.5;  0.094; -0.009;  0.021;  0.090;  0.342;  0.070;  0.069;  0.013;  0.081
  8000;  2.00;-4.5;  0.139;  0.001;  0.024;  0.096;  0.356;  0.072;  0.069;  0.015;  0.084
  8000;  2.50;-4.5;  0.162;  0.024;  0.031;  0.111;  0.378;  0.080;  0.071;  0.018;  0.088
  8000;  3.00;-4.5;  0.162;  0.055;  0.042;  0.133;  0.405;  0.091;  0.075;  0.019;  0.094
  8000;  3.50;-4.5;  0.121;  0.100;  0.059;  0.166;  0.439;  0.106;  0.081;  0.019;  0.100
  8000;  4.00;-4.5;  0.037;  0.146;  0.081;  0.208;  0.484;  0.126;  0.089;  0.021;  0.110
  8000;  4.50;-4.5; -0.054;  0.184;  0.102;  0.246;  0.525;  0.145;  0.098;  0.020;  0.118
  8000;  5.00;-4.5; -0.124;  0.207;  0.113;  0.271;  0.560;  0.158;  0.112;  0.014;  0.126
  8250;  1.50;-4.5;  0.010; -0.022;  0.014;  0.065;  0.300;  0.052;  0.066;  0.005;  0.071
  8250;  2.00;-4.5;  0.070; -0.023;  0.011;  0.061;  0.304;  0.050;  0.063;  0.008;  0.071
  8250;  2.50;-4.5;  0.109; -0.005;  0.015;  0.069;  0.317;  0.054;  0.063;  0.011;  0.074
  8250;  3.00;-4.5;  0.125;  0.023;  0.023;  0.085;  0.338;  0.062;  0.064;  0.014;  0.078
  8250;  3.50;-4.5;  0.115;  0.057;  0.034;  0.108;  0.364;  0.074;  0.069;  0.015;  0.083
  8250;  4.00;-4.5;  0.056;  0.104;  0.052;  0.143;  0.399;  0.091;  0.076;  0.013;  0.089
  8250;  4.50;-4.5; -0.039;  0.148;  0.074;  0.185;  0.442;  0.111;  0.085;  0.013;  0.098
  8250;  5.00;-4.5; -0.125;  0.178;  0.090;  0.218;  0.481;  0.128;  0.096;  0.010;  0.106
  8500;  1.50;-4.5; -0.062; -0.020;  0.022;  0.075;  0.263;  0.053;  0.058; -0.001;  0.057
  8500;  2.00;-4.5;  0.009; -0.034;  0.013;  0.059;  0.257;  0.046;  0.053;  0.002;  0.055
  8500;  2.50;-4.5;  0.060; -0.023;  0.014;  0.060;  0.262;  0.047;  0.051;  0.005;  0.056
  8500;  3.00;-4.5;  0.090;  0.001;  0.018;  0.070;  0.275;  0.052;  0.051;  0.008;  0.059
  8500;  3.50;-4.5;  0.097;  0.032;  0.026;  0.088;  0.295;  0.062;  0.053;  0.010;  0.063
  8500;  4.00;-4.5;  0.072;  0.070;  0.038;  0.112;  0.320;  0.074;  0.058;  0.010;  0.067
  8500;  4.50;-4.5; -0.005;  0.117;  0.057;  0.149;  0.355;  0.092;  0.065;  0.007;  0.073
  8500;  5.00;-4.5; -0.104;  0.156;  0.077;  0.189;  0.396;  0.112;  0.075;  0.005;  0.081
  8750;  2.00;-4.5; -0.050; -0.040;  0.019;  0.069;  0.206;  0.050;  0.040; -0.003;  0.038
  8750;  2.50;-4.5;  0.009; -0.035;  0.016;  0.064;  0.204;  0.048;  0.036;  0.001;  0.037
  8750;  3.00;-4.5;  0.051; -0.016;  0.018;  0.068;  0.211;  0.050;  0.034;  0.005;  0.038
  8750;  3.50;-4.5;  0.071;  0.013;  0.023;  0.080;  0.224;  0.057;  0.034;  0.008;  0.041
  8750;  4.00;-4.5;  0.066;  0.047;  0.031;  0.098;  0.243;  0.067;  0.037;  0.009;  0.045
  8750;  4.50;-4.5;  0.024;  0.089;  0.044;  0.124;  0.266;  0.080;  0.041;  0.006;  0.048
  8750;  5.00;-4.5; -0.069;  0.133;  0.063;  0.162;  0.301;  0.099;  0.051;  0.002;  0.053
  9000;  1.50;-4.5; -0.189; -0.018;  0.034;  0.092;  0.176;  0.057;  0.037; -0.009;  0.028
  9000;  2.00;-4.5; -0.106; -0.046;  0.017;  0.060;  0.151;  0.043;  0.030; -0.008;  0.022
  9000;  2.50;-4.5; -0.044; -0.048;  0.011;  0.049;  0.144;  0.038;  0.025; -0.004;  0.021
  9000;  3.00;-4.5;  0.006; -0.033;  0.010;  0.048;  0.145;  0.038;  0.021;  0.000;  0.021
  9000;  3.50;-4.5;  0.037; -0.007;  0.013;  0.055;  0.152;  0.042;  0.019;  0.003;  0.023
  9000;  4.00;-4.5;  0.046;  0.025;  0.019;  0.069;  0.165;  0.050;  0.021;  0.005;  0.026
  9000;  4.50;-4.5;  0.027;  0.061;  0.027;  0.088;  0.184;  0.061;  0.025;  0.005;  0.030
  9000;  5.00;-4.5; -0.019;  0.098;  0.037;  0.112;  0.210;  0.076;  0.033;  0.002;  0.035
  9250;  2.00;-4.5; -0.155; -0.050;  0.006;  0.025;  0.107;  0.019;  0.030; -0.011;  0.019
  9250;  2.50;-4.5; -0.091; -0.056; -0.002;  0.009;  0.096;  0.012;  0.024; -0.007;  0.016
  9250;  3.00;-4.5; -0.038; -0.046; -0.005;  0.005;  0.093;  0.010;  0.019; -0.003;  0.016
  9250;  3.50;-4.5;  0.001; -0.023; -0.004;  0.008;  0.095;  0.012;  0.016;  0.000;  0.016
  9250;  4.00;-4.5;  0.019;  0.006; -0.001;  0.017;  0.102;  0.018;  0.016;  0.002;  0.018
  9250;  4.50;-4.5;  0.012;  0.041;  0.005;  0.032;  0.116;  0.027;  0.018;  0.002;  0.021
  9250;  5.00;-4.5; -0.022;  0.079;  0.013;  0.053;  0.136;  0.039;  0.024;  0.001;  0.025
  9500;  2.00;-4.5; -0.190; -0.052;  0.002;  0.010;  0.057;  0.008;  0.027; -0.014;  0.013
  9500;  2.50;-4.5; -0.126; -0.061; -0.008; -0.007;  0.043;  0.000;  0.020; -0.011;  0.009
  9500;  3.00;-4.5; -0.072; -0.054; -0.012; -0.014;  0.037; -0.003;  0.015; -0.007;  0.008
  9500;  3.50;-4.5; -0.029; -0.035; -0.012; -0.015;  0.036; -0.002;  0.012; -0.003;  0.008
  9500;  4.00;-4.5; -0.002; -0.008; -0.011; -0.009;  0.038;  0.002;  0.010; -0.001;  0.009
  9500;  4.50;-4.5;  0.002;  0.026; -0.007;  0.002;  0.046;  0.009;  0.011;  0.000;  0.011
  9500;  5.00;-4.5; -0.020;  0.064; -0.001;  0.018;  0.060;  0.019;  0.015; -0.001;  0.014
  9750;  2.00;-4.5; -0.221; -0.053;  0.000;  0.004;  0.016;  0.004;  0.020; -0.016;  0.004
  9750;  2.50;-4.5; -0.157; -0.063; -0.010; -0.014;  0.001; -0.005;  0.014; -0.014;  0.000
  9750;  3.00;-4.5; -0.104; -0.059; -0.014; -0.023; -0.007; -0.009;  0.009; -0.010; -0.001
  9750;  3.50;-4.5; -0.058; -0.044; -0.016; -0.026; -0.011; -0.010;  0.005; -0.006; -0.002
  9750;  4.00;-4.5; -0.026; -0.019; -0.016; -0.024; -0.011; -0.007;  0.002; -0.003; -0.001
  9750;  4.50;-4.5; -0.013;  0.013; -0.014; -0.016; -0.008; -0.002;  0.002; -0.002;  0.000
  9750;  5.00;-4.5; -0.026;  0.050; -0.010; -0.003;  0.001;  0.006;  0.005; -0.003;  0.002
 10000;  2.00;-4.5; -0.264; -0.057;  0.001;  0.004; -0.012;  0.002;  0.014; -0.018; -0.004
 10000;  2.50;-4.5; -0.200; -0.068; -0.009; -0.015; -0.029; -0.007;  0.008; -0.016; -0.008
 10000;  3.00;-4.5; -0.148; -0.066; -0.014; -0.025; -0.037; -0.011;  0.003; -0.013; -0.010
 10000;  3.50;-4.5; -0.102; -0.053; -0.017; -0.030; -0.043; -0.013; -0.002; -0.009; -0.011
 10000;  4.00;-4.5; -0.066; -0.031; -0.018; -0.030; -0.046; -0.012; -0.005; -0.006; -0.011
 10000;  4.50;-4.5; -0.047; -0.001; -0.017; -0.025; -0.045; -0.008; -0.007; -0.004; -0.011
 10000;  5.00;-4.5; -0.052;  0.035; -0.014; -0.015; -0.041; -0.001; -0.005; -0.004; -0.009
 10500;  2.00;-4.5; -0.342; -0.067;  0.002;  0.002; -0.060;  0.000;  0.004; -0.023; -0.019
 10500;  2.50;-4.5; -0.279; -0.081; -0.009; -0.018; -0.077; -0.009; -0.002; -0.022; -0.024
 10500;  3.00;-4.5; -0.228; -0.081; -0.015; -0.029; -0.087; -0.014; -0.007; -0.019; -0.026
 10500;  3.50;-4.5; -0.184; -0.072; -0.018; -0.035; -0.094; -0.016; -0.011; -0.015; -0.027
 10500;  4.00;-4.5; -0.147; -0.054; -0.020; -0.037; -0.099; -0.017; -0.015; -0.012; -0.027
 10500;  4.50;-4.5; -0.121; -0.028; -0.021; -0.036; -0.103; -0.015; -0.017; -0.010; -0.027
 10500;  5.00;-4.5; -0.113;  0.005; -0.021; -0.031; -0.104; -0.010; -0.017; -0.010; -0.027
 11000;  2.50;-4.5; -0.344; -0.094; -0.011; -0.024; -0.137; -0.013; -0.013; -0.028; -0.041
 11000;  3.00;-4.5; -0.295; -0.096; -0.017; -0.035; -0.147; -0.018; -0.017; -0.026; -0.043
 11000;  3.50;-4.5; -0.253; -0.089; -0.021; -0.042; -0.154; -0.021; -0.022; -0.023; -0.044
 11000;  4.00;-4.5; -0.217; -0.074; -0.024; -0.045; -0.160; -0.022; -0.025; -0.020; -0.045
 11000;  4.50;-4.5; -0.189; -0.052; -0.025; -0.046; -0.166; -0.021; -0.028; -0.017; -0.045
 11000;  5.00;-4.5; -0.174; -0.023; -0.026; -0.044; -0.170; -0.018; -0.029; -0.016; -0.045
 11500;  2.50;-4.5; -0.424; -0.115; -0.015; -0.035; -0.210; -0.020; -0.028; -0.033; -0.061
 11500;  3.00;-4.5; -0.375; -0.117; -0.021; -0.046; -0.220; -0.025; -0.032; -0.031; -0.063
 11500;  3.50;-4.5; -0.335; -0.112; -0.025; -0.053; -0.227; -0.027; -0.036; -0.028; -0.064
 11500;  4.00;-4.5; -0.302; -0.099; -0.028; -0.057; -0.233; -0.028; -0.039; -0.026; -0.065
 11500;  4.50;-4.5; -0.275; -0.080; -0.030; -0.058; -0.240; -0.028; -0.042; -0.023; -0.066
 11500;  5.00;-4.5; -0.257; -0.054; -0.032; -0.058; -0.246; -0.026; -0.044; -0.022; -0.066
 12000;  2.50;-4.5; -0.413; -0.104; -0.030; -0.060; -0.218; -0.030; -0.020; -0.032; -0.052
 12000;  3.00;-4.5; -0.365; -0.107; -0.036; -0.071; -0.228; -0.035; -0.023; -0.031; -0.054
 12000;  3.50;-4.5; -0.326; -0.102; -0.040; -0.078; -0.235; -0.037; -0.027; -0.028; -0.055
 12000;  4.00;-4.5; -0.294; -0.091; -0.043; -0.082; -0.241; -0.039; -0.030; -0.026; -0.056
 12000;  4.50;-4.5; -0.268; -0.075; -0.045; -0.084; -0.247; -0.039; -0.033; -0.024; -0.057
 12000;  5.00;-4.5; -0.249; -0.052; -0.047; -0.085; -0.254; -0.037; -0.034; -0.023; -0.057
 12500;  2.50;-4.5; -0.454; -0.112; -0.035; -0.071; -0.255; -0.036; -0.025; -0.035; -0.060
 12500;  3.00;-4.5; -0.406; -0.116; -0.041; -0.082; -0.264; -0.041; -0.028; -0.034; -0.062
 12500;  3.50;-4.5; -0.368; -0.111; -0.045; -0.088; -0.271; -0.044; -0.032; -0.032; -0.064
 12500;  4.00;-4.5; -0.337; -0.102; -0.047; -0.092; -0.276; -0.045; -0.035; -0.030; -0.064
 12500;  4.50;-4.5; -0.313; -0.087; -0.050; -0.095; -0.283; -0.045; -0.037; -0.028; -0.065
 12500;  5.00;-4.5; -0.295; -0.067; -0.052; -0.096; -0.289; -0.044; -0.038; -0.027; -0.066
 13000;  2.50;-4.5; -0.493; -0.120; -0.039; -0.081; -0.289; -0.042; -0.029; -0.039; -0.069
 13000;  3.00;-4.5; -0.444; -0.124; -0.045; -0.092; -0.298; -0.047; -0.033; -0.037; -0.070
 13000;  3.50;-4.5; -0.406; -0.120; -0.049; -0.098; -0.304; -0.049; -0.036; -0.035; -0.072
 13000;  4.00;-4.5; -0.377; -0.111; -0.052; -0.102; -0.309; -0.051; -0.039; -0.033; -0.072
 13000;  4.50;-4.5; -0.354; -0.097; -0.054; -0.105; -0.315; -0.051; -0.041; -0.032; -0.073
 13000;  5.00;-4.5; -0.338; -0.079; -0.056; -0.106; -0.322; -0.050; -0.042; -0.031; -0.073
 14000;  2.00;-4.5; -0.642; -0.114; -0.034; -0.075; -0.329; -0.042; -0.033; -0.045; -0.078
 14000;  2.50;-4.5; -0.563; -0.135; -0.047; -0.100; -0.351; -0.053; -0.038; -0.046; -0.083
 14000;  3.00;-4.5; -0.512; -0.140; -0.053; -0.111; -0.359; -0.058; -0.042; -0.043; -0.085
 14000;  3.50;-4.5; -0.476; -0.137; -0.057; -0.117; -0.365; -0.060; -0.044; -0.042; -0.086
 14000;  4.00;-4.5; -0.448; -0.128; -0.060; -0.121; -0.369; -0.061; -0.047; -0.040; -0.087
 14000;  4.50;-4.5; -0.428; -0.116; -0.062; -0.123; -0.375; -0.061; -0.049; -0.039; -0.087
 14000;  5.00;-4.5; -0.413; -0.099; -0.064; -0.124; -0.381; -0.061; -0.050; -0.038; -0.088
 15000;  2.50;-4.5; -0.626; -0.148; -0.054; -0.117; -0.407; -0.062; -0.046; -0.051; -0.097
 15000;  3.00;-4.5; -0.574; -0.154; -0.061; -0.128; -0.415; -0.067; -0.049; -0.050; -0.099
 15000;  3.50;-4.5; -0.537; -0.151; -0.065; -0.134; -0.419; -0.070; -0.052; -0.047; -0.099
 15000;  4.00;-4.5; -0.511; -0.144; -0.067; -0.137; -0.423; -0.070; -0.054; -0.046; -0.099
 15000;  4.50;-4.5; -0.492; -0.132; -0.069; -0.139; -0.428; -0.071; -0.055; -0.044; -0.100
 15000;  5.00;-4.5; -0.479; -0.116; -0.071; -0.141; -0.433; -0.070; -0.056; -0.044; -0.100
 16000;  2.50;-4.5; -0.684; -0.159; -0.061; -0.132; -0.457; -0.071; -0.053; -0.056; -0.109
 16000;  3.00;-4.5; -0.629; -0.167; -0.068; -0.143; -0.465; -0.076; -0.056; -0.055; -0.111
 16000;  3.50;-4.5; -0.593; -0.165; -0.072; -0.150; -0.468; -0.078; -0.058; -0.052; -0.110
 16000;  4.00;-4.5; -0.567; -0.158; -0.074; -0.153; -0.472; -0.079; -0.060; -0.051; -0.111
 16000;  4.50;-4.5; -0.548; -0.147; -0.075; -0.155; -0.476; -0.079; -0.062; -0.050; -0.111
 16000;  5.00;-4.5; -0.536; -0.132; -0.077; -0.156; -0.481; -0.079; -0.062; -0.049; -0.112
 17000;  2.50;-4.5; -0.738; -0.170; -0.066; -0.144; -0.500; -0.078; -0.059; -0.061; -0.120
 17000;  3.00;-4.5; -0.681; -0.178; -0.074; -0.158; -0.510; -0.084; -0.062; -0.059; -0.121
 17000;  3.50;-4.5; -0.643; -0.177; -0.077; -0.163; -0.513; -0.086; -0.064; -0.058; -0.122
 17000;  4.00;-4.5; -0.617; -0.171; -0.080; -0.167; -0.516; -0.087; -0.066; -0.056; -0.122
 17000;  4.50;-4.5; -0.599; -0.160; -0.082; -0.168; -0.519; -0.087; -0.067; -0.055; -0.122
 17000;  5.00;-4.5; -0.588; -0.147; -0.083; -0.170; -0.524; -0.086; -0.068; -0.054; -0.122
 18000;  2.50;-4.5; -0.788; -0.179; -0.071; -0.155; -0.539; -0.084; -0.065; -0.065; -0.130
 18000;  3.00;-4.5; -0.728; -0.189; -0.079; -0.169; -0.550; -0.091; -0.068; -0.064; -0.132
 18000;  3.50;-4.5; -0.690; -0.188; -0.083; -0.176; -0.554; -0.093; -0.070; -0.062; -0.132
 18000;  4.00;-4.5; -0.664; -0.182; -0.085; -0.180; -0.557; -0.094; -0.071; -0.060; -0.132
 18000;  4.50;-4.5; -0.646; -0.173; -0.087; -0.181; -0.560; -0.094; -0.072; -0.060; -0.132
 18000;  5.00;-4.5; -0.635; -0.160; -0.089; -0.182; -0.564; -0.093; -0.073; -0.059; -0.132
 19000;  2.50;-4.5; -0.833; -0.188; -0.075; -0.166; -0.575; -0.090; -0.070; -0.069; -0.139
 19000;  3.00;-4.5; -0.771; -0.198; -0.084; -0.181; -0.587; -0.097; -0.073; -0.068; -0.141
 19000;  3.50;-4.5; -0.733; -0.199; -0.087; -0.187; -0.591; -0.100; -0.075; -0.067; -0.141
 19000;  4.00;-4.5; -0.706; -0.193; -0.090; -0.191; -0.594; -0.100; -0.076; -0.065; -0.141
 19000;  4.50;-4.5; -0.688; -0.184; -0.092; -0.193; -0.597; -0.101; -0.077; -0.064; -0.141
 19000;  5.00;-4.5; -0.678; -0.172; -0.094; -0.194; -0.600; -0.100; -0.077; -0.064; -0.141
 20000;  3.00;-4.5; -0.810; -0.208; -0.088; -0.191; -0.621; -0.103; -0.077; -0.072; -0.149
 20000;  3.50;-4.5; -0.772; -0.208; -0.093; -0.198; -0.625; -0.105; -0.079; -0.071; -0.150
 20000;  4.00;-4.5; -0.746; -0.203; -0.095; -0.201; -0.628; -0.106; -0.080; -0.069; -0.150
 20000;  4.50;-4.5; -0.728; -0.195; -0.096; -0.203; -0.631; -0.107; -0.081; -0.068; -0.150
 20000;  5.00;-4.5; -0.717; -0.184; -0.098; -0.204; -0.634; -0.106; -0.082; -0.068; -0.150
 21000;  3.00;-4.5; -0.844; -0.217; -0.093; -0.202; -0.654; -0.109; -0.082; -0.076; -0.158
 21000;  3.50;-4.5; -0.807; -0.217; -0.097; -0.208; -0.657; -0.111; -0.083; -0.075; -0.158
 21000;  4.00;-4.5; -0.782; -0.213; -0.099; -0.210; -0.659; -0.111; -0.084; -0.073; -0.158
 21000;  4.50;-4.5; -0.765; -0.205; -0.101; -0.213; -0.662; -0.112; -0.085; -0.072; -0.158
 21000;  5.00;-4.5; -0.754; -0.194; -0.103; -0.214; -0.666; -0.112; -0.086; -0.072; -0.158
 22000;  3.00;-4.5; -0.876; -0.226; -0.098; -0.212; -0.687; -0.115; -0.086; -0.080; -0.166
 22000;  3.50;-4.5; -0.838; -0.227; -0.101; -0.217; -0.688; -0.116; -0.087; -0.078; -0.166
 22000;  4.00;-4.5; -0.814; -0.222; -0.103; -0.220; -0.689; -0.117; -0.088; -0.077; -0.165
 22000;  4.50;-4.5; -0.798; -0.214; -0.105; -0.222; -0.691; -0.117; -0.089; -0.076; -0.165
 22000;  5.00;-4.5; -0.788; -0.204; -0.106; -0.223; -0.695; -0.117; -0.089; -0.076; -0.166
 23000;  3.00;-4.5; -0.906; -0.234; -0.102; -0.222; -0.719; -0.120; -0.091; -0.084; -0.175
 23000;  3.50;-4.5; -0.866; -0.235; -0.105; -0.227; -0.718; -0.122; -0.091; -0.082; -0.174
 23000;  4.00;-4.5; -0.843; -0.231; -0.107; -0.229; -0.717; -0.122; -0.092; -0.081; -0.173
 23000;  4.50;-4.5; -0.828; -0.223; -0.109; -0.230; -0.719; -0.121; -0.093; -0.080; -0.173
 23000;  5.00;-4.5; -0.819; -0.214; -0.111; -0.232; -0.722; -0.122; -0.093; -0.080; -0.173
 24000;  3.00;-4.5; -0.935; -0.242; -0.106; -0.232; -0.751; -0.126; -0.096; -0.088; -0.184
 24000;  3.50;-4.5; -0.893; -0.244; -0.110; -0.237; -0.747; -0.127; -0.096; -0.086; -0.182
 24000;  4.00;-4.5; -0.869; -0.239; -0.111; -0.238; -0.746; -0.127; -0.096; -0.085; -0.181
 24000;  4.50;-4.5; -0.855; -0.232; -0.113; -0.240; -0.746; -0.127; -0.096; -0.084; -0.180
 24000;  5.00;-4.5; -0.847; -0.223; -0.114; -0.240; -0.749; -0.126; -0.096; -0.084; -0.180
 25000;  3.00;-4.5; -0.967; -0.249; -0.110; -0.242; -0.784; -0.131; -0.101; -0.093; -0.194
 25000;  3.50;-4.5; -0.918; -0.252; -0.114; -0.246; -0.777; -0.132; -0.100; -0.090; -0.190
 25000;  4.00;-4.5; -0.894; -0.247; -0.115; -0.247; -0.773; -0.132; -0.100; -0.088; -0.188
 25000;  4.50;-4.5; -0.879; -0.241; -0.117; -0.248; -0.773; -0.131; -0.100; -0.087; -0.187
 25000;  5.00;-4.5; -0.872; -0.232; -0.118; -0.249; -0.775; -0.131; -0.100; -0.087; -0.187
 26000;  3.00;-4.5; -1.005; -0.252; -0.112; -0.246; -0.811; -0.135; -0.106; -0.098; -0.204
 26000;  3.50;-4.5; -0.943; -0.260; -0.118; -0.256; -0.806; -0.138; -0.105; -0.094; -0.199
 26000;  4.00;-4.5; -0.917; -0.255; -0.119; -0.256; -0.801; -0.137; -0.104; -0.092; -0.196
 26000;  4.50;-4.5; -0.903; -0.249; -0.120; -0.257; -0.799; -0.136; -0.104; -0.091; -0.195
 26000;  5.00;-4.5; -0.895; -0.240; -0.121; -0.257; -0.801; -0.136; -0.104; -0.091; -0.195
 27000;  3.50;-4.5; -0.969; -0.267; -0.122; -0.264; -0.835; -0.143; -0.109; -0.098; -0.207
 27000;  4.00;-4.5; -0.940; -0.263; -0.123; -0.265; -0.828; -0.142; -0.108; -0.096; -0.204
 27000;  4.50;-4.5; -0.925; -0.256; -0.124; -0.265; -0.825; -0.141; -0.108; -0.095; -0.202
 27000;  5.00;-4.5; -0.917; -0.248; -0.125; -0.265; -0.826; -0.140; -0.107; -0.095; -0.202
 28000;  3.50;-4.5; -0.998; -0.272; -0.124; -0.270; -0.859; -0.146; -0.113; -0.101; -0.214
 28000;  4.00;-4.5; -0.963; -0.270; -0.127; -0.273; -0.854; -0.147; -0.112; -0.099; -0.211
 28000;  4.50;-4.5; -0.947; -0.264; -0.127; -0.273; -0.850; -0.146; -0.112; -0.098; -0.210
 28000;  5.00;-4.5; -0.939; -0.256; -0.128; -0.273; -0.850; -0.145; -0.111; -0.098; -0.209
 29000;  3.50;-4.5; -1.027; -0.276; -0.125; -0.273; -0.875; -0.148; -0.115; -0.104; -0.219
